year_month,person,screen_time_seconds
2014-10,andrea mitchell,10322
2014-11,andrea mitchell,9826
2014-12,andrea mitchell,11002
2015-01,andrea mitchell,10901
2015-02,andrea mitchell,10173
2015-03,andrea mitchell,14596
2015-04,andrea mitchell,11289
2015-05,andrea mitchell,8897
2015-06,andrea mitchell,10107
2015-07,andrea mitchell,15148
2015-08,andrea mitchell,6751
2015-09,andrea mitchell,14004
2015-10,andrea mitchell,14306
2015-11,andrea mitchell,11563
2015-12,andrea mitchell,7254
2016-01,andrea mitchell,10665
2016-02,andrea mitchell,15341
2016-03,andrea mitchell,12638
2016-04,andrea mitchell,12509
2016-05,andrea mitchell,11327
2016-06,andrea mitchell,11469
2016-07,andrea mitchell,16638
2016-08,andrea mitchell,10065
2016-09,andrea mitchell,12719
2016-10,andrea mitchell,12077
2016-11,andrea mitchell,15528
2016-12,andrea mitchell,11339
2017-01,andrea mitchell,14000
2017-02,andrea mitchell,12706
2017-03,andrea mitchell,14245
2017-04,andrea mitchell,15548
2017-05,andrea mitchell,22261
2017-06,andrea mitchell,11283
2017-07,andrea mitchell,14354
2017-08,andrea mitchell,14911
2017-09,andrea mitchell,10690
2017-10,andrea mitchell,12035
2017-11,andrea mitchell,12609
2017-12,andrea mitchell,10370
2018-01,andrea mitchell,14842
2018-02,andrea mitchell,14676
2018-03,andrea mitchell,18564
2018-04,andrea mitchell,14695
2018-05,andrea mitchell,18168
2018-06,andrea mitchell,11594
2018-07,andrea mitchell,20560
2018-08,andrea mitchell,18837
2018-09,andrea mitchell,12777
2018-10,andrea mitchell,11444
2018-11,andrea mitchell,10555
2018-12,andrea mitchell,11350
2019-01,andrea mitchell,13713
2019-02,andrea mitchell,12139
2019-03,andrea mitchell,11660
2019-04,andrea mitchell,14791
2019-05,andrea mitchell,13364
2019-06,andrea mitchell,11820
2019-07,andrea mitchell,12675
2019-08,andrea mitchell,11435
2019-09,andrea mitchell,12481
2019-10,andrea mitchell,15540
2019-11,andrea mitchell,8011
2019-12,andrea mitchell,8288
2020-01,andrea mitchell,12716
2020-02,andrea mitchell,11050
2020-03,andrea mitchell,13139
2020-04,andrea mitchell,13618
2020-05,andrea mitchell,14427
2020-06,andrea mitchell,12952
2020-07,andrea mitchell,15045
2010-01,andrew levy,9043
2010-02,andrew levy,6971
2010-03,andrew levy,7979
2010-04,andrew levy,8691
2010-05,andrew levy,4440
2010-06,andrew levy,2364
2010-07,andrew levy,10179
2010-08,andrew levy,10989
2010-09,andrew levy,9243
2010-10,andrew levy,11458
2010-11,andrew levy,12576
2010-12,andrew levy,6432
2011-01,andrew levy,10576
2011-02,andrew levy,10876
2011-03,andrew levy,12596
2011-04,andrew levy,10979
2011-05,andrew levy,13362
2011-06,andrew levy,13112
2011-07,andrew levy,16189
2011-08,andrew levy,13938
2011-09,andrew levy,13323
2011-10,andrew levy,8985
2011-11,andrew levy,16678
2011-12,andrew levy,16137
2012-01,andrew levy,8814
2012-02,andrew levy,14944
2012-03,andrew levy,14482
2012-04,andrew levy,14555
2012-05,andrew levy,15629
2012-06,andrew levy,15110
2012-07,andrew levy,14632
2012-08,andrew levy,13491
2012-09,andrew levy,9874
2012-10,andrew levy,10494
2012-11,andrew levy,12942
2012-12,andrew levy,10682
2013-01,andrew levy,14326
2013-02,andrew levy,18585
2013-03,andrew levy,13127
2013-04,andrew levy,13827
2013-05,andrew levy,14888
2013-06,andrew levy,13187
2013-07,andrew levy,12396
2013-08,andrew levy,11395
2013-09,andrew levy,9770
2013-10,andrew levy,13305
2013-11,andrew levy,10608
2013-12,andrew levy,9848
2014-01,andrew levy,10891
2014-02,andrew levy,11569
2014-03,andrew levy,13265
2014-04,andrew levy,11485
2014-05,andrew levy,13338
2014-06,andrew levy,10154
2014-07,andrew levy,8834
2014-08,andrew levy,9485
2014-09,andrew levy,4833
2014-10,andrew levy,12439
2014-11,andrew levy,11909
2014-12,andrew levy,10100
2015-01,andrew levy,7825
2015-02,andrew levy,10263
2015-03,andrew levy,12067
2015-04,andrew levy,11675
2015-05,andrew levy,8113
2015-06,andrew levy,11724
2015-07,andrew levy,5196
2015-08,andrew levy,8775
2015-09,andrew levy,10589
2015-10,andrew levy,9635
2015-11,andrew levy,6248
2015-12,andrew levy,7289
2016-01,andrew levy,9375
2016-02,andrew levy,6872
2016-03,andrew levy,7843
2016-04,andrew levy,10683
2016-05,andrew levy,7764
2016-06,andrew levy,7687
2016-07,andrew levy,4568
2016-08,andrew levy,11953
2016-09,andrew levy,7586
2016-10,andrew levy,5331
2016-11,andrew levy,5100
2016-12,andrew levy,7823
2017-01,andrew levy,8707
2017-02,andrew levy,9566
2017-03,andrew levy,8639
2017-04,andrew levy,3310
2017-05,andrew levy,0
2017-06,andrew levy,0
2017-07,andrew levy,0
2017-08,andrew levy,15
2017-09,andrew levy,0
2017-10,andrew levy,0
2017-11,andrew levy,0
2017-12,andrew levy,0
2018-01,andrew levy,0
2018-02,andrew levy,0
2018-03,andrew levy,0
2018-04,andrew levy,0
2018-05,andrew levy,0
2018-06,andrew levy,0
2018-07,andrew levy,0
2018-08,andrew levy,0
2018-09,andrew levy,0
2018-10,andrew levy,0
2018-11,andrew levy,0
2018-12,andrew levy,0
2019-01,andrew levy,0
2019-02,andrew levy,7
2019-03,andrew levy,0
2019-04,andrew levy,0
2019-05,andrew levy,0
2019-06,andrew levy,0
2019-07,andrew levy,0
2019-08,andrew levy,0
2019-09,andrew levy,0
2019-10,andrew levy,0
2019-11,andrew levy,0
2019-12,andrew levy,0
2020-01,andrew levy,0
2020-02,andrew levy,0
2020-03,andrew levy,0
2020-04,andrew levy,0
2020-05,andrew levy,0
2020-06,andrew levy,0
2020-07,andrew levy,0
2010-01,ari melber,189
2010-02,ari melber,48
2010-03,ari melber,6
2010-04,ari melber,117
2010-05,ari melber,21
2010-06,ari melber,3
2010-07,ari melber,453
2010-08,ari melber,780
2010-09,ari melber,165
2010-10,ari melber,2159
2010-11,ari melber,1008
2010-12,ari melber,672
2011-01,ari melber,891
2011-02,ari melber,387
2011-03,ari melber,216
2011-04,ari melber,1305
2011-05,ari melber,768
2011-06,ari melber,192
2011-07,ari melber,2046
2011-08,ari melber,1344
2011-09,ari melber,1401
2011-10,ari melber,899
2011-11,ari melber,1904
2011-12,ari melber,4577
2012-01,ari melber,4623
2012-02,ari melber,2543
2012-03,ari melber,4649
2012-04,ari melber,2517
2012-05,ari melber,2850
2012-06,ari melber,6722
2012-07,ari melber,6136
2012-08,ari melber,3387
2012-09,ari melber,7001
2012-10,ari melber,5079
2012-11,ari melber,7691
2012-12,ari melber,9293
2013-01,ari melber,3839
2013-02,ari melber,3474
2013-03,ari melber,5711
2013-04,ari melber,7448
2013-05,ari melber,8500
2013-06,ari melber,11179
2013-07,ari melber,9986
2013-08,ari melber,11041
2013-09,ari melber,7640
2013-10,ari melber,9587
2013-11,ari melber,7315
2013-12,ari melber,12017
2014-01,ari melber,14699
2014-02,ari melber,17015
2014-03,ari melber,19001
2014-04,ari melber,20555
2014-05,ari melber,19249
2014-06,ari melber,21019
2014-07,ari melber,13576
2014-08,ari melber,6601
2014-09,ari melber,6244
2014-10,ari melber,4537
2014-11,ari melber,7787
2014-12,ari melber,14091
2015-01,ari melber,5443
2015-02,ari melber,6791
2015-03,ari melber,12440
2015-04,ari melber,10270
2015-05,ari melber,7094
2015-06,ari melber,13557
2015-07,ari melber,7320
2015-08,ari melber,11355
2015-09,ari melber,8721
2015-10,ari melber,6187
2015-11,ari melber,7433
2015-12,ari melber,12731
2016-01,ari melber,6488
2016-02,ari melber,8990
2016-03,ari melber,8050
2016-04,ari melber,5426
2016-05,ari melber,9108
2016-06,ari melber,8623
2016-07,ari melber,7038
2016-08,ari melber,7305
2016-09,ari melber,6641
2016-10,ari melber,9617
2016-11,ari melber,11807
2016-12,ari melber,20701
2017-01,ari melber,14867
2017-02,ari melber,23100
2017-03,ari melber,20543
2017-04,ari melber,12920
2017-05,ari melber,23858
2017-06,ari melber,22344
2017-07,ari melber,20841
2017-08,ari melber,21877
2017-09,ari melber,18460
2017-10,ari melber,26393
2017-11,ari melber,18836
2017-12,ari melber,27638
2018-01,ari melber,29218
2018-02,ari melber,25028
2018-03,ari melber,38311
2018-04,ari melber,29202
2018-05,ari melber,33967
2018-06,ari melber,33875
2018-07,ari melber,41693
2018-08,ari melber,35589
2018-09,ari melber,28143
2018-10,ari melber,26070
2018-11,ari melber,33194
2018-12,ari melber,34301
2019-01,ari melber,31730
2019-02,ari melber,38065
2019-03,ari melber,54760
2019-04,ari melber,43742
2019-05,ari melber,29767
2019-06,ari melber,35011
2019-07,ari melber,32747
2019-08,ari melber,26963
2019-09,ari melber,29827
2019-10,ari melber,45492
2019-11,ari melber,40102
2019-12,ari melber,37323
2020-01,ari melber,41593
2020-02,ari melber,30406
2020-03,ari melber,37649
2020-04,ari melber,29432
2020-05,ari melber,41915
2020-06,ari melber,35898
2020-07,ari melber,40080
2010-01,barack obama,167530
2010-02,barack obama,102878
2010-03,barack obama,94243
2010-04,barack obama,78310
2010-05,barack obama,39276
2010-06,barack obama,55035
2010-07,barack obama,79211
2010-08,barack obama,61630
2010-09,barack obama,87532
2010-10,barack obama,47037
2010-11,barack obama,86159
2010-12,barack obama,82737
2011-01,barack obama,97512
2011-02,barack obama,73032
2011-03,barack obama,76976
2011-04,barack obama,76663
2011-05,barack obama,78554
2011-06,barack obama,67355
2011-07,barack obama,102168
2011-08,barack obama,76645
2011-09,barack obama,89339
2011-10,barack obama,70214
2011-11,barack obama,48460
2011-12,barack obama,65014
2012-01,barack obama,81108
2012-02,barack obama,79847
2012-03,barack obama,88450
2012-04,barack obama,105166
2012-05,barack obama,120743
2012-06,barack obama,89761
2012-07,barack obama,83276
2012-08,barack obama,59238
2012-09,barack obama,136813
2012-10,barack obama,249590
2012-11,barack obama,148852
2012-12,barack obama,127177
2013-01,barack obama,154587
2013-02,barack obama,102819
2013-03,barack obama,74437
2013-04,barack obama,80530
2013-05,barack obama,94537
2013-06,barack obama,68965
2013-07,barack obama,81454
2013-08,barack obama,103140
2013-09,barack obama,162013
2013-10,barack obama,108128
2013-11,barack obama,96816
2013-12,barack obama,96535
2014-01,barack obama,106962
2014-02,barack obama,64083
2014-03,barack obama,75351
2014-04,barack obama,84160
2014-05,barack obama,75270
2014-06,barack obama,82085
2014-07,barack obama,68687
2014-08,barack obama,102155
2014-09,barack obama,120849
2014-10,barack obama,46625
2014-11,barack obama,118959
2014-12,barack obama,80612
2015-01,barack obama,71250
2015-02,barack obama,90556
2015-03,barack obama,47298
2015-04,barack obama,61429
2015-05,barack obama,34988
2015-06,barack obama,67701
2015-07,barack obama,68464
2015-08,barack obama,37448
2015-09,barack obama,30454
2015-10,barack obama,66305
2015-11,barack obama,70342
2015-12,barack obama,73891
2016-01,barack obama,59797
2016-02,barack obama,50554
2016-03,barack obama,36695
2016-04,barack obama,55794
2016-05,barack obama,61833
2016-06,barack obama,63030
2016-07,barack obama,80386
2016-08,barack obama,39204
2016-09,barack obama,68588
2016-10,barack obama,33415
2016-11,barack obama,88055
2016-12,barack obama,85821
2017-01,barack obama,73562
2017-02,barack obama,4109
2017-03,barack obama,10263
2017-04,barack obama,12153
2017-05,barack obama,10828
2017-06,barack obama,7685
2017-07,barack obama,3171
2017-08,barack obama,3732
2017-09,barack obama,5554
2017-10,barack obama,9417
2017-11,barack obama,2552
2017-12,barack obama,5568
2018-01,barack obama,4491
2018-02,barack obama,8821
2018-03,barack obama,4539
2018-04,barack obama,3356
2018-05,barack obama,4088
2018-06,barack obama,4504
2018-07,barack obama,14939
2018-08,barack obama,9464
2018-09,barack obama,41024
2018-10,barack obama,7258
2018-11,barack obama,16106
2018-12,barack obama,6919
2019-01,barack obama,2997
2019-02,barack obama,2527
2019-03,barack obama,2715
2019-04,barack obama,6376
2019-05,barack obama,3021
2019-06,barack obama,2943
2019-07,barack obama,4202
2019-08,barack obama,6741
2019-09,barack obama,2770
2019-10,barack obama,7237
2019-11,barack obama,6857
2019-12,barack obama,3322
2020-01,barack obama,2764
2020-02,barack obama,5510
2020-03,barack obama,2223
2020-04,barack obama,6332
2020-05,barack obama,22606
2020-06,barack obama,10040
2020-07,barack obama,17058
2010-01,bernie sanders,1287
2010-02,bernie sanders,1734
2010-03,bernie sanders,1152
2010-04,bernie sanders,1758
2010-05,bernie sanders,2262
2010-06,bernie sanders,603
2010-07,bernie sanders,264
2010-08,bernie sanders,717
2010-09,bernie sanders,1212
2010-10,bernie sanders,1512
2010-11,bernie sanders,1566
2010-12,bernie sanders,6446
2011-01,bernie sanders,2958
2011-02,bernie sanders,1128
2011-03,bernie sanders,2039
2011-04,bernie sanders,3822
2011-05,bernie sanders,2196
2011-06,bernie sanders,3545
2011-07,bernie sanders,6294
2011-08,bernie sanders,3939
2011-09,bernie sanders,3003
2011-10,bernie sanders,4518
2011-11,bernie sanders,2238
2011-12,bernie sanders,3387
2012-01,bernie sanders,1545
2012-02,bernie sanders,4134
2012-03,bernie sanders,972
2012-04,bernie sanders,2619
2012-05,bernie sanders,2925
2012-06,bernie sanders,3672
2012-07,bernie sanders,315
2012-08,bernie sanders,690
2012-09,bernie sanders,1479
2012-10,bernie sanders,735
2012-11,bernie sanders,2853
2012-12,bernie sanders,2182
2013-01,bernie sanders,3918
2013-02,bernie sanders,1759
2013-03,bernie sanders,2073
2013-04,bernie sanders,1265
2013-05,bernie sanders,738
2013-06,bernie sanders,2586
2013-07,bernie sanders,1344
2013-08,bernie sanders,522
2013-09,bernie sanders,3396
2013-10,bernie sanders,4089
2013-11,bernie sanders,3165
2013-12,bernie sanders,3227
2014-01,bernie sanders,3438
2014-02,bernie sanders,999
2014-03,bernie sanders,2793
2014-04,bernie sanders,2511
2014-05,bernie sanders,9741
2014-06,bernie sanders,1695
2014-07,bernie sanders,3550
2014-08,bernie sanders,1470
2014-09,bernie sanders,3492
2014-10,bernie sanders,2682
2014-11,bernie sanders,3440
2014-12,bernie sanders,2175
2015-01,bernie sanders,1675
2015-02,bernie sanders,1900
2015-03,bernie sanders,2613
2015-04,bernie sanders,8597
2015-05,bernie sanders,10057
2015-06,bernie sanders,8390
2015-07,bernie sanders,10723
2015-08,bernie sanders,12204
2015-09,bernie sanders,15208
2015-10,bernie sanders,34740
2015-11,bernie sanders,9809
2015-12,bernie sanders,15100
2016-01,bernie sanders,58586
2016-02,bernie sanders,115953
2016-03,bernie sanders,92179
2016-04,bernie sanders,100873
2016-05,bernie sanders,56891
2016-06,bernie sanders,28364
2016-07,bernie sanders,19877
2016-08,bernie sanders,1206
2016-09,bernie sanders,7115
2016-10,bernie sanders,4155
2016-11,bernie sanders,6179
2016-12,bernie sanders,3962
2017-01,bernie sanders,14542
2017-02,bernie sanders,8739
2017-03,bernie sanders,11068
2017-04,bernie sanders,3963
2017-05,bernie sanders,6769
2017-06,bernie sanders,8013
2017-07,bernie sanders,5779
2017-08,bernie sanders,1193
2017-09,bernie sanders,6167
2017-10,bernie sanders,3458
2017-11,bernie sanders,5758
2017-12,bernie sanders,5216
2018-01,bernie sanders,7211
2018-02,bernie sanders,1818
2018-03,bernie sanders,2848
2018-04,bernie sanders,3206
2018-05,bernie sanders,2901
2018-06,bernie sanders,6640
2018-07,bernie sanders,2218
2018-08,bernie sanders,1801
2018-09,bernie sanders,863
2018-10,bernie sanders,4459
2018-11,bernie sanders,4711
2018-12,bernie sanders,5230
2019-01,bernie sanders,5130
2019-02,bernie sanders,19926
2019-03,bernie sanders,18494
2019-04,bernie sanders,33337
2019-05,bernie sanders,20685
2019-06,bernie sanders,41208
2019-07,bernie sanders,34196
2019-08,bernie sanders,21343
2019-09,bernie sanders,16171
2019-10,bernie sanders,21899
2019-11,bernie sanders,11777
2019-12,bernie sanders,15507
2020-01,bernie sanders,47969
2020-02,bernie sanders,116267
2020-03,bernie sanders,105826
2020-04,bernie sanders,13340
2020-05,bernie sanders,4081
2020-06,bernie sanders,742
2020-07,bernie sanders,5019
2010-01,bill hemmer,14486
2010-02,bill hemmer,8570
2010-03,bill hemmer,13741
2010-04,bill hemmer,11861
2010-05,bill hemmer,4834
2010-06,bill hemmer,5445
2010-07,bill hemmer,11807
2010-08,bill hemmer,10773
2010-09,bill hemmer,12863
2010-10,bill hemmer,14725
2010-11,bill hemmer,12947
2010-12,bill hemmer,15039
2011-01,bill hemmer,20017
2011-02,bill hemmer,13423
2011-03,bill hemmer,13365
2011-04,bill hemmer,11523
2011-05,bill hemmer,15668
2011-06,bill hemmer,12699
2011-07,bill hemmer,13737
2011-08,bill hemmer,15051
2011-09,bill hemmer,13837
2011-10,bill hemmer,14774
2011-11,bill hemmer,12287
2011-12,bill hemmer,12870
2012-01,bill hemmer,17044
2012-02,bill hemmer,8518
2012-03,bill hemmer,14352
2012-04,bill hemmer,9555
2012-05,bill hemmer,13780
2012-06,bill hemmer,14563
2012-07,bill hemmer,8645
2012-08,bill hemmer,9826
2012-09,bill hemmer,11874
2012-10,bill hemmer,15909
2012-11,bill hemmer,12824
2012-12,bill hemmer,14288
2013-01,bill hemmer,15910
2013-02,bill hemmer,10735
2013-03,bill hemmer,14216
2013-04,bill hemmer,18237
2013-05,bill hemmer,11305
2013-06,bill hemmer,11736
2013-07,bill hemmer,11212
2013-08,bill hemmer,9571
2013-09,bill hemmer,11405
2013-10,bill hemmer,21131
2013-11,bill hemmer,15068
2013-12,bill hemmer,17028
2014-01,bill hemmer,18807
2014-02,bill hemmer,13209
2014-03,bill hemmer,17091
2014-04,bill hemmer,15012
2014-05,bill hemmer,9644
2014-06,bill hemmer,10689
2014-07,bill hemmer,10084
2014-08,bill hemmer,8666
2014-09,bill hemmer,8640
2014-10,bill hemmer,11614
2014-11,bill hemmer,9632
2014-12,bill hemmer,8510
2015-01,bill hemmer,9121
2015-02,bill hemmer,7705
2015-03,bill hemmer,9310
2015-04,bill hemmer,9109
2015-05,bill hemmer,6979
2015-06,bill hemmer,8398
2015-07,bill hemmer,7827
2015-08,bill hemmer,7778
2015-09,bill hemmer,11848
2015-10,bill hemmer,8265
2015-11,bill hemmer,15344
2015-12,bill hemmer,7899
2016-01,bill hemmer,10774
2016-02,bill hemmer,12344
2016-03,bill hemmer,12263
2016-04,bill hemmer,9342
2016-05,bill hemmer,7795
2016-06,bill hemmer,12905
2016-07,bill hemmer,9553
2016-08,bill hemmer,8466
2016-09,bill hemmer,8743
2016-10,bill hemmer,10512
2016-11,bill hemmer,9622
2016-12,bill hemmer,6936
2017-01,bill hemmer,10273
2017-02,bill hemmer,13108
2017-03,bill hemmer,9350
2017-04,bill hemmer,11901
2017-05,bill hemmer,11673
2017-06,bill hemmer,14778
2017-07,bill hemmer,6673
2017-08,bill hemmer,10704
2017-09,bill hemmer,8296
2017-10,bill hemmer,14319
2017-11,bill hemmer,9341
2017-12,bill hemmer,7543
2018-01,bill hemmer,10664
2018-02,bill hemmer,10467
2018-03,bill hemmer,12344
2018-04,bill hemmer,11243
2018-05,bill hemmer,13066
2018-06,bill hemmer,15193
2018-07,bill hemmer,14340
2018-08,bill hemmer,11059
2018-09,bill hemmer,8745
2018-10,bill hemmer,14787
2018-11,bill hemmer,13597
2018-12,bill hemmer,11012
2019-01,bill hemmer,14637
2019-02,bill hemmer,16281
2019-03,bill hemmer,13975
2019-04,bill hemmer,17473
2019-05,bill hemmer,14211
2019-06,bill hemmer,11402
2019-07,bill hemmer,15928
2019-08,bill hemmer,10196
2019-09,bill hemmer,12734
2019-10,bill hemmer,15366
2019-11,bill hemmer,13276
2019-12,bill hemmer,10212
2020-01,bill hemmer,13226
2020-02,bill hemmer,13467
2020-03,bill hemmer,17981
2020-04,bill hemmer,17180
2020-05,bill hemmer,13409
2020-06,bill hemmer,9939
2020-07,bill hemmer,12986
2010-01,bill o'reilly,60514
2010-02,bill o'reilly,56083
2010-03,bill o'reilly,53116
2010-04,bill o'reilly,39035
2010-05,bill o'reilly,26698
2010-06,bill o'reilly,32968
2010-07,bill o'reilly,48786
2010-08,bill o'reilly,40969
2010-09,bill o'reilly,54696
2010-10,bill o'reilly,64304
2010-11,bill o'reilly,47566
2010-12,bill o'reilly,55005
2011-01,bill o'reilly,63551
2011-02,bill o'reilly,52506
2011-03,bill o'reilly,59651
2011-04,bill o'reilly,47527
2011-05,bill o'reilly,54682
2011-06,bill o'reilly,45561
2011-07,bill o'reilly,48437
2011-08,bill o'reilly,40048
2011-09,bill o'reilly,61865
2011-10,bill o'reilly,58980
2011-11,bill o'reilly,51127
2011-12,bill o'reilly,56993
2012-01,bill o'reilly,51575
2012-02,bill o'reilly,58446
2012-03,bill o'reilly,57634
2012-04,bill o'reilly,54333
2012-05,bill o'reilly,55832
2012-06,bill o'reilly,41817
2012-07,bill o'reilly,57733
2012-08,bill o'reilly,40863
2012-09,bill o'reilly,49490
2012-10,bill o'reilly,52660
