year_month,person,screen_time_seconds
2014-05,jesse watters,5982
2014-06,jesse watters,5351
2014-07,jesse watters,6088
2014-08,jesse watters,2641
2014-09,jesse watters,4144
2014-10,jesse watters,2788
2014-11,jesse watters,2571
2014-12,jesse watters,6005
2015-01,jesse watters,2126
2015-02,jesse watters,2261
2015-03,jesse watters,1862
2015-04,jesse watters,1843
2015-05,jesse watters,3192
2015-06,jesse watters,3306
2015-07,jesse watters,3938
2015-08,jesse watters,6766
2015-09,jesse watters,2565
2015-10,jesse watters,2458
2015-11,jesse watters,6845
2015-12,jesse watters,8913
2016-01,jesse watters,4350
2016-02,jesse watters,3385
2016-03,jesse watters,6161
2016-04,jesse watters,9723
2016-05,jesse watters,6076
2016-06,jesse watters,3006
2016-07,jesse watters,5378
2016-08,jesse watters,9422
2016-09,jesse watters,6128
2016-10,jesse watters,5693
2016-11,jesse watters,7188
2016-12,jesse watters,10919
2017-01,jesse watters,17693
2017-02,jesse watters,21403
2017-03,jesse watters,18929
2017-04,jesse watters,20193
2017-05,jesse watters,38090
2017-06,jesse watters,43794
2017-07,jesse watters,52087
2017-08,jesse watters,32501
2017-09,jesse watters,25893
2017-10,jesse watters,22480
2017-11,jesse watters,22491
2017-12,jesse watters,32690
2018-01,jesse watters,36179
2018-02,jesse watters,26192
2018-03,jesse watters,25946
2018-04,jesse watters,24024
2018-05,jesse watters,22939
2018-06,jesse watters,24296
2018-07,jesse watters,22496
2018-08,jesse watters,15827
2018-09,jesse watters,21870
2018-10,jesse watters,14375
2018-11,jesse watters,26452
2018-12,jesse watters,21660
2019-01,jesse watters,31924
2019-02,jesse watters,24819
2019-03,jesse watters,38600
2019-04,jesse watters,24257
2019-05,jesse watters,29684
2019-06,jesse watters,39909
2019-07,jesse watters,32244
2019-08,jesse watters,24074
2019-09,jesse watters,29654
2019-10,jesse watters,25493
2019-11,jesse watters,31256
2019-12,jesse watters,27390
2020-01,jesse watters,27694
2020-02,jesse watters,28254
2020-03,jesse watters,33765
2020-04,jesse watters,34130
2020-05,jesse watters,40084
2020-06,jesse watters,36396
2020-07,jesse watters,42702
2010-01,jim acosta,1047
2010-02,jim acosta,921
2010-03,jim acosta,4576
2010-04,jim acosta,5293
2010-05,jim acosta,3938
2010-06,jim acosta,1910
2010-07,jim acosta,7642
2010-08,jim acosta,9306
2010-09,jim acosta,6657
2010-10,jim acosta,2802
2010-11,jim acosta,3861
2010-12,jim acosta,5379
2011-01,jim acosta,5124
2011-02,jim acosta,1950
2011-03,jim acosta,1827
2011-04,jim acosta,1731
2011-05,jim acosta,3889
2011-06,jim acosta,3448
2011-07,jim acosta,2435
2011-08,jim acosta,5504
2011-09,jim acosta,4581
2011-10,jim acosta,4790
2011-11,jim acosta,6473
2011-12,jim acosta,7655
2012-01,jim acosta,14571
2012-02,jim acosta,5004
2012-03,jim acosta,4592
2012-04,jim acosta,3034
2012-05,jim acosta,5446
2012-06,jim acosta,4189
2012-07,jim acosta,8650
2012-08,jim acosta,9083
2012-09,jim acosta,8579
2012-10,jim acosta,13950
2012-11,jim acosta,5247
2012-12,jim acosta,744
2013-01,jim acosta,4492
2013-02,jim acosta,2589
2013-03,jim acosta,1953
2013-04,jim acosta,1608
2013-05,jim acosta,3888
2013-06,jim acosta,6054
2013-07,jim acosta,284
2013-08,jim acosta,6960
2013-09,jim acosta,8719
2013-10,jim acosta,16395
2013-11,jim acosta,9630
2013-12,jim acosta,4698
2014-01,jim acosta,6951
2014-02,jim acosta,3593
2014-03,jim acosta,6771
2014-04,jim acosta,2427
2014-05,jim acosta,6027
2014-06,jim acosta,10334
2014-07,jim acosta,4946
2014-08,jim acosta,9682
2014-09,jim acosta,11628
2014-10,jim acosta,5429
2014-11,jim acosta,8652
2014-12,jim acosta,5585
2015-01,jim acosta,3161
2015-02,jim acosta,9909
2015-03,jim acosta,4260
2015-04,jim acosta,7189
2015-05,jim acosta,2981
2015-06,jim acosta,3863
2015-07,jim acosta,4834
2015-08,jim acosta,3849
2015-09,jim acosta,2346
2015-10,jim acosta,7647
2015-11,jim acosta,3953
2015-12,jim acosta,4795
2016-01,jim acosta,7099
2016-02,jim acosta,9529
2016-03,jim acosta,10406
2016-04,jim acosta,6043
2016-05,jim acosta,11123
2016-06,jim acosta,6740
2016-07,jim acosta,4636
2016-08,jim acosta,8127
2016-09,jim acosta,5390
2016-10,jim acosta,10719
2016-11,jim acosta,11128
2016-12,jim acosta,6022
2017-01,jim acosta,17355
2017-02,jim acosta,15517
2017-03,jim acosta,19839
2017-04,jim acosta,8537
2017-05,jim acosta,14078
2017-06,jim acosta,19550
2017-07,jim acosta,9388
2017-08,jim acosta,20603
2017-09,jim acosta,8666
2017-10,jim acosta,7437
2017-11,jim acosta,9922
2017-12,jim acosta,6398
2018-01,jim acosta,14501
2018-02,jim acosta,11748
2018-03,jim acosta,10991
2018-04,jim acosta,11802
2018-05,jim acosta,9593
2018-06,jim acosta,9383
2018-07,jim acosta,12168
2018-08,jim acosta,10545
2018-09,jim acosta,10241
2018-10,jim acosta,9306
2018-11,jim acosta,9289
2018-12,jim acosta,9305
2019-01,jim acosta,8176
2019-02,jim acosta,5213
2019-03,jim acosta,9837
2019-04,jim acosta,6921
2019-05,jim acosta,5172
2019-06,jim acosta,10946
2019-07,jim acosta,3419
2019-08,jim acosta,9593
2019-09,jim acosta,7444
2019-10,jim acosta,7675
2019-11,jim acosta,8530
2019-12,jim acosta,5821
2020-01,jim acosta,4871
2020-02,jim acosta,4676
2020-03,jim acosta,10794
2020-04,jim acosta,19750
2020-05,jim acosta,9692
2020-06,jim acosta,13833
2020-07,jim acosta,11347
2010-01,jim sciutto,3
2010-02,jim sciutto,15
2010-03,jim sciutto,0
2010-04,jim sciutto,0
2010-05,jim sciutto,3
2010-06,jim sciutto,0
2010-07,jim sciutto,3
2010-08,jim sciutto,45
2010-09,jim sciutto,0
2010-10,jim sciutto,0
2010-11,jim sciutto,0
2010-12,jim sciutto,0
2011-01,jim sciutto,0
2011-02,jim sciutto,0
2011-03,jim sciutto,0
2011-04,jim sciutto,0
2011-05,jim sciutto,0
2011-06,jim sciutto,27
2011-07,jim sciutto,0
2011-08,jim sciutto,0
2011-09,jim sciutto,0
2011-10,jim sciutto,0
2011-11,jim sciutto,0
2011-12,jim sciutto,6
2012-01,jim sciutto,0
2012-02,jim sciutto,3
2012-03,jim sciutto,0
2012-04,jim sciutto,0
2012-05,jim sciutto,0
2012-06,jim sciutto,0
2012-07,jim sciutto,0
2012-08,jim sciutto,3
2012-09,jim sciutto,6
2012-10,jim sciutto,0
2012-11,jim sciutto,6
2012-12,jim sciutto,0
2013-01,jim sciutto,0
2013-02,jim sciutto,0
2013-03,jim sciutto,0
2013-04,jim sciutto,0
2013-05,jim sciutto,6
2013-06,jim sciutto,3
2013-07,jim sciutto,0
2013-08,jim sciutto,3
2013-09,jim sciutto,9520
2013-10,jim sciutto,5725
2013-11,jim sciutto,10602
2013-12,jim sciutto,4236
2014-01,jim sciutto,6426
2014-02,jim sciutto,5396
2014-03,jim sciutto,34811
2014-04,jim sciutto,9082
2014-05,jim sciutto,5631
2014-06,jim sciutto,13491
2014-07,jim sciutto,14698
2014-08,jim sciutto,21402
2014-09,jim sciutto,17588
2014-10,jim sciutto,11427
2014-11,jim sciutto,11610
2014-12,jim sciutto,7944
2015-01,jim sciutto,21265
2015-02,jim sciutto,9043
2015-03,jim sciutto,2580
2015-04,jim sciutto,11564
2015-05,jim sciutto,5120
2015-06,jim sciutto,2373
2015-07,jim sciutto,3736
2015-08,jim sciutto,8298
2015-09,jim sciutto,11588
2015-10,jim sciutto,4409
2015-11,jim sciutto,9169
2015-12,jim sciutto,14639
2016-01,jim sciutto,9998
2016-02,jim sciutto,9174
2016-03,jim sciutto,2642
2016-04,jim sciutto,5132
2016-05,jim sciutto,10478
2016-06,jim sciutto,9998
2016-07,jim sciutto,9352
2016-08,jim sciutto,13611
2016-09,jim sciutto,3837
2016-10,jim sciutto,3436
2016-11,jim sciutto,6838
2016-12,jim sciutto,20560
2017-01,jim sciutto,18372
2017-02,jim sciutto,14890
2017-03,jim sciutto,3330
2017-04,jim sciutto,20506
2017-05,jim sciutto,14415
2017-06,jim sciutto,12027
2017-07,jim sciutto,11527
2017-08,jim sciutto,17701
2017-09,jim sciutto,5951
2017-10,jim sciutto,14058
2017-11,jim sciutto,7907
2017-12,jim sciutto,20190
2018-01,jim sciutto,19265
2018-02,jim sciutto,31079
2018-03,jim sciutto,10223
2018-04,jim sciutto,14133
2018-05,jim sciutto,12158
2018-06,jim sciutto,6079
2018-07,jim sciutto,24465
2018-08,jim sciutto,26680
2018-09,jim sciutto,23726
2018-10,jim sciutto,28858
2018-11,jim sciutto,30399
2018-12,jim sciutto,40317
2019-01,jim sciutto,32026
2019-02,jim sciutto,28121
2019-03,jim sciutto,26673
2019-04,jim sciutto,23811
2019-05,jim sciutto,25981
2019-06,jim sciutto,30598
2019-07,jim sciutto,20568
2019-08,jim sciutto,39943
2019-09,jim sciutto,23581
2019-10,jim sciutto,17479
2019-11,jim sciutto,20639
2019-12,jim sciutto,16793
2020-01,jim sciutto,30965
2020-02,jim sciutto,20432
2020-03,jim sciutto,21191
2020-04,jim sciutto,33421
2020-05,jim sciutto,33994
2020-06,jim sciutto,40151
2020-07,jim sciutto,37741
2010-01,joe biden,33188
2010-02,joe biden,17129
2010-03,joe biden,12919
2010-04,joe biden,2876
2010-05,joe biden,1957
2010-06,joe biden,4547
2010-07,joe biden,7825
2010-08,joe biden,3737
2010-09,joe biden,11872
2010-10,joe biden,2379
2010-11,joe biden,7951
2010-12,joe biden,11490
2011-01,joe biden,24880
2011-02,joe biden,1242
2011-03,joe biden,738
2011-04,joe biden,1603
2011-05,joe biden,5468
2011-06,joe biden,1173
2011-07,joe biden,790
2011-08,joe biden,2841
2011-09,joe biden,23009
2011-10,joe biden,7492
2011-11,joe biden,857
2011-12,joe biden,3700
2012-01,joe biden,33012
2012-02,joe biden,2011
2012-03,joe biden,4808
2012-04,joe biden,7848
2012-05,joe biden,16739
2012-06,joe biden,2145
2012-07,joe biden,6336
2012-08,joe biden,5709
2012-09,joe biden,13797
2012-10,joe biden,73676
2012-11,joe biden,7395
2012-12,joe biden,5444
2013-01,joe biden,37033
2013-02,joe biden,29567
2013-03,joe biden,8776
2013-04,joe biden,10390
2013-05,joe biden,1847
2013-06,joe biden,2838
2013-07,joe biden,1338
2013-08,joe biden,5624
2013-09,joe biden,2550
2013-10,joe biden,5362
2013-11,joe biden,3781
2013-12,joe biden,2897
2014-01,joe biden,33340
2014-02,joe biden,9896
2014-03,joe biden,2466
2014-04,joe biden,14430
2014-05,joe biden,2530
2014-06,joe biden,5370
2014-07,joe biden,2780
2014-08,joe biden,1418
2014-09,joe biden,6218
2014-10,joe biden,3070
2014-11,joe biden,8188
2014-12,joe biden,2979
2015-01,joe biden,30595
2015-02,joe biden,5240
2015-03,joe biden,1636
2015-04,joe biden,957
2015-05,joe biden,2040
2015-06,joe biden,3139
2015-07,joe biden,5746
2015-08,joe biden,22441
2015-09,joe biden,26961
2015-10,joe biden,30313
2015-11,joe biden,987
2015-12,joe biden,3922
2016-01,joe biden,17486
2016-02,joe biden,4143
2016-03,joe biden,5724
2016-04,joe biden,1283
2016-05,joe biden,1475
2016-06,joe biden,7103
2016-07,joe biden,10244
2016-08,joe biden,5066
2016-09,joe biden,3468
2016-10,joe biden,12051
2016-11,joe biden,1505
2016-12,joe biden,7363
2017-01,joe biden,11946
2017-02,joe biden,521
2017-03,joe biden,689
2017-04,joe biden,392
2017-05,joe biden,1085
2017-06,joe biden,901
2017-07,joe biden,150
2017-08,joe biden,138
2017-09,joe biden,189
2017-10,joe biden,1471
2017-11,joe biden,2794
2017-12,joe biden,7378
2018-01,joe biden,1624
2018-02,joe biden,9868
2018-03,joe biden,1986
2018-04,joe biden,1207
2018-05,joe biden,594
2018-06,joe biden,447
2018-07,joe biden,1309
2018-08,joe biden,3292
2018-09,joe biden,2263
2018-10,joe biden,3662
2018-11,joe biden,2083
2018-12,joe biden,3125
2019-01,joe biden,5200
2019-02,joe biden,7098
2019-03,joe biden,20328
2019-04,joe biden,64292
2019-05,joe biden,26237
2019-06,joe biden,69660
2019-07,joe biden,53727
2019-08,joe biden,53440
2019-09,joe biden,42679
2019-10,joe biden,47509
2019-11,joe biden,54477
2019-12,joe biden,34500
2020-01,joe biden,31882
2020-02,joe biden,90531
2020-03,joe biden,111240
2020-04,joe biden,31914
2020-05,joe biden,65360
2020-06,joe biden,38696
2020-07,joe biden,66369
2010-01,joe scarborough,21986
2010-02,joe scarborough,21830
2010-03,joe scarborough,22620
2010-04,joe scarborough,24017
2010-05,joe scarborough,13643
2010-06,joe scarborough,12922
2010-07,joe scarborough,11145
2010-08,joe scarborough,27318
2010-09,joe scarborough,18335
2010-10,joe scarborough,22537
2010-11,joe scarborough,22707
2010-12,joe scarborough,23651
2011-01,joe scarborough,25148
2011-02,joe scarborough,24199
2011-03,joe scarborough,15323
2011-04,joe scarborough,20096
2011-05,joe scarborough,19133
2011-06,joe scarborough,25505
2011-07,joe scarborough,14368
2011-08,joe scarborough,16624
2011-09,joe scarborough,27576
2011-10,joe scarborough,30955
2011-11,joe scarborough,22767
2011-12,joe scarborough,24712
2012-01,joe scarborough,30200
2012-02,joe scarborough,23543
2012-03,joe scarborough,27979
2012-04,joe scarborough,30520
2012-05,joe scarborough,31166
2012-06,joe scarborough,18267
2012-07,joe scarborough,17510
2012-08,joe scarborough,29037
2012-09,joe scarborough,24990
2012-10,joe scarborough,28590
2012-11,joe scarborough,24068
2012-12,joe scarborough,26515
2013-01,joe scarborough,34276
2013-02,joe scarborough,30339
2013-03,joe scarborough,20886
2013-04,joe scarborough,29123
2013-05,joe scarborough,24800
2013-06,joe scarborough,27922
2013-07,joe scarborough,19917
2013-08,joe scarborough,29105
2013-09,joe scarborough,22138
2013-10,joe scarborough,31379
2013-11,joe scarborough,27211
2013-12,joe scarborough,24444
2014-01,joe scarborough,32843
2014-02,joe scarborough,23102
2014-03,joe scarborough,22490
2014-04,joe scarborough,26365
2014-05,joe scarborough,24979
2014-06,joe scarborough,29811
2014-07,joe scarborough,13472
2014-08,joe scarborough,37058
2014-09,joe scarborough,39149
2014-10,joe scarborough,40582
2014-11,joe scarborough,29125
2014-12,joe scarborough,27830
2015-01,joe scarborough,19150
2015-02,joe scarborough,31966
2015-03,joe scarborough,27219
2015-04,joe scarborough,30188
2015-05,joe scarborough,29393
2015-06,joe scarborough,34237
2015-07,joe scarborough,30067
2015-08,joe scarborough,33482
2015-09,joe scarborough,30557
2015-10,joe scarborough,44180
2015-11,joe scarborough,30301
2015-12,joe scarborough,35989
2016-01,joe scarborough,39919
2016-02,joe scarborough,42209
2016-03,joe scarborough,29009
2016-04,joe scarborough,31950
2016-05,joe scarborough,33706
2016-06,joe scarborough,31236
2016-07,joe scarborough,29966
2016-08,joe scarborough,36528
2016-09,joe scarborough,30890
2016-10,joe scarborough,37632
2016-11,joe scarborough,33728
2016-12,joe scarborough,23846
2017-01,joe scarborough,26146
2017-02,joe scarborough,31660
2017-03,joe scarborough,37471
2017-04,joe scarborough,32544
2017-05,joe scarborough,37742
2017-06,joe scarborough,35812
2017-07,joe scarborough,26169
2017-08,joe scarborough,35723
2017-09,joe scarborough,26192
2017-10,joe scarborough,37896
2017-11,joe scarborough,29497
2017-12,joe scarborough,36495
2018-01,joe scarborough,54675
2018-02,joe scarborough,51127
2018-03,joe scarborough,44921
2018-04,joe scarborough,41745
2018-05,joe scarborough,41516
2018-06,joe scarborough,36609
2018-07,joe scarborough,32606
2018-08,joe scarborough,44874
2018-09,joe scarborough,36859
2018-10,joe scarborough,51753
2018-11,joe scarborough,30814
2018-12,joe scarborough,39784
2019-01,joe scarborough,37549
2019-02,joe scarborough,48356
2019-03,joe scarborough,44184
2019-04,joe scarborough,45257
2019-05,joe scarborough,45039
2019-06,joe scarborough,33273
2019-07,joe scarborough,39491
2019-08,joe scarborough,40946
2019-09,joe scarborough,37528
2019-10,joe scarborough,33987
2019-11,joe scarborough,26529
2019-12,joe scarborough,39237
2020-01,joe scarborough,45155
2020-02,joe scarborough,31205
2020-03,joe scarborough,30549
2020-04,joe scarborough,54503
2020-05,joe scarborough,48546
2020-06,joe scarborough,45022
2020-07,joe scarborough,30035
2010-01,john berman,3
2010-02,john berman,3
2010-03,john berman,9
2010-04,john berman,9
2010-05,john berman,9
2010-06,john berman,6
2010-07,john berman,3
2010-08,john berman,6
2010-09,john berman,33
2010-10,john berman,21
2010-11,john berman,9
2010-12,john berman,30
2011-01,john berman,6
2011-02,john berman,0
2011-03,john berman,18
2011-04,john berman,6
2011-05,john berman,6
2011-06,john berman,6
2011-07,john berman,0
2011-08,john berman,6
2011-09,john berman,12
2011-10,john berman,0
2011-11,john berman,9
2011-12,john berman,3
2012-01,john berman,0
2012-02,john berman,0
2012-03,john berman,0
2012-04,john berman,3
2012-05,john berman,0
2012-06,john berman,27
2012-07,john berman,7603
2012-08,john berman,17185
2012-09,john berman,14338
2012-10,john berman,13316
2012-11,john berman,13003
2012-12,john berman,10535
2013-01,john berman,19300
2013-02,john berman,11534
2013-03,john berman,6237
2013-04,john berman,29417
2013-05,john berman,19827
2013-06,john berman,15015
2013-07,john berman,7906
2013-08,john berman,10995
2013-09,john berman,10485
2013-10,john berman,13881
2013-11,john berman,19917
2013-12,john berman,12754
2014-01,john berman,11163
2014-02,john berman,21319
2014-03,john berman,22021
2014-04,john berman,20147
2014-05,john berman,15313
2014-06,john berman,17416
2014-07,john berman,19730
2014-08,john berman,13701
2014-09,john berman,15864
2014-10,john berman,18304
2014-11,john berman,11453
2014-12,john berman,18985
2015-01,john berman,29225
2015-02,john berman,20749
2015-03,john berman,18052
2015-04,john berman,14140
2015-05,john berman,12898
2015-06,john berman,15716
2015-07,john berman,17235
2015-08,john berman,15379
2015-09,john berman,24896
2015-10,john berman,26361
2015-11,john berman,25691
2015-12,john berman,24732
2016-01,john berman,31553
2016-02,john berman,33912
2016-03,john berman,23709
2016-04,john berman,26297
2016-05,john berman,24804
2016-06,john berman,20170
2016-07,john berman,22100
2016-08,john berman,36565
2016-09,john berman,18398
2016-10,john berman,23700
2016-11,john berman,30937
2016-12,john berman,25665
2017-01,john berman,25895
2017-02,john berman,19202
2017-03,john berman,27889
2017-04,john berman,17902
2017-05,john berman,17089
2017-06,john berman,29366
2017-07,john berman,41967
2017-08,john berman,28360
2017-09,john berman,13814
2017-10,john berman,24096
2017-11,john berman,32122
2017-12,john berman,37557
2018-01,john berman,34727
2018-02,john berman,48960
2018-03,john berman,41037
2018-04,john berman,27781
2018-05,john berman,43914
2018-06,john berman,48907
2018-07,john berman,44391
2018-08,john berman,64485
2018-09,john berman,32788
2018-10,john berman,32350
2018-11,john berman,44499
2018-12,john berman,47984
2019-01,john berman,39217
2019-02,john berman,32017
2019-03,john berman,36323
2019-04,john berman,22525
2019-05,john berman,35210
2019-06,john berman,55840
2019-07,john berman,24925
2019-08,john berman,53518
2019-09,john berman,24922
2019-10,john berman,43683
2019-11,john berman,47933
2019-12,john berman,34554
2020-01,john berman,37291
2020-02,john berman,31938
2020-03,john berman,48213
2020-04,john berman,47711
2020-05,john berman,37620
2020-06,john berman,30886
2020-07,john berman,54046
2010-01,john king,12583
2010-02,john king,2675
2010-03,john king,4545
2010-04,john king,12238
2010-05,john king,10546
2010-06,john king,10534
2010-07,john king,12232
2010-08,john king,14237
2010-09,john king,18511
2010-10,john king,19780
2010-11,john king,18046
2010-12,john king,16714
2011-01,john king,24279
2011-02,john king,20348
2011-03,john king,13550
2011-04,john king,15958
2011-05,john king,23671
2011-06,john king,14748
2011-07,john king,26864
2011-08,john king,28013
2011-09,john king,24432
2011-10,john king,26860
2011-11,john king,23897
2011-12,john king,17517
2012-01,john king,30872
2012-02,john king,19455
2012-03,john king,22286
2012-04,john king,10914
2012-05,john king,15206
2012-06,john king,24655
2012-07,john king,3009
2012-08,john king,17110
2012-09,john king,10122
2012-10,john king,17373
2012-11,john king,10815
2012-12,john king,3981
2013-01,john king,6613
2013-02,john king,2706
2013-03,john king,3346
2013-04,john king,6327
2013-05,john king,3321
2013-06,john king,13537
2013-07,john king,5566
2013-08,john king,10216
2013-09,john king,14701
2013-10,john king,12478
2013-11,john king,11856
2013-12,john king,7594
2014-01,john king,11449
2014-02,john king,4488
2014-03,john king,4775
2014-04,john king,5429
2014-05,john king,5837
2014-06,john king,7538
2014-07,john king,4866
2014-08,john king,2688
2014-09,john king,6380
2014-10,john king,4439
2014-11,john king,8558
2014-12,john king,2671
2015-01,john king,4109
2015-02,john king,4666
2015-03,john king,4749
2015-04,john king,5885
2015-05,john king,2961
2015-06,john king,5887
2015-07,john king,5954
2015-08,john king,6267
2015-09,john king,4363
2015-10,john king,5129
2015-11,john king,2580
2015-12,john king,5642
2016-01,john king,10310
2016-02,john king,10400
2016-03,john king,12756
2016-04,john king,9980
2016-05,john king,8087
2016-06,john king,4250
2016-07,john king,13920
2016-08,john king,6040
2016-09,john king,10496
2016-10,john king,18905
2016-11,john king,12731
2016-12,john king,2559
2017-01,john king,16251
2017-02,john king,12275
2017-03,john king,15106
2017-04,john king,14462
2017-05,john king,13793
2017-06,john king,16443
2017-07,john king,13885
2017-08,john king,10165
2017-09,john king,14630
2017-10,john king,15659
2017-11,john king,10532
2017-12,john king,10433
2018-01,john king,14225
2018-02,john king,11363
2018-03,john king,14196
2018-04,john king,16688
2018-05,john king,14864
2018-06,john king,15747
2018-07,john king,10898
2018-08,john king,11550
2018-09,john king,12822
2018-10,john king,13558
2018-11,john king,21561
2018-12,john king,12598
2019-01,john king,14244
2019-02,john king,12151
2019-03,john king,11544
2019-04,john king,15241
2019-05,john king,14598
2019-06,john king,13941
2019-07,john king,13239
2019-08,john king,7773
2019-09,john king,15822
2019-10,john king,15761
2019-11,john king,14675
2019-12,john king,10587
2020-01,john king,14875
2020-02,john king,21801
2020-03,john king,37339
2020-04,john king,48400
2020-05,john king,46192
2020-06,john king,38854
2020-07,john king,31083
2010-01,john mccain,12060
2010-02,john mccain,13734
2010-03,john mccain,14727
2010-04,john mccain,10924
2010-05,john mccain,3923
2010-06,john mccain,5560
2010-07,john mccain,4753
2010-08,john mccain,10029
2010-09,john mccain,6126
2010-10,john mccain,1893
2010-11,john mccain,7254
2010-12,john mccain,8030
2011-01,john mccain,4682
2011-02,john mccain,5597
2011-03,john mccain,8123
2011-04,john mccain,6165
2011-05,john mccain,6579
2011-06,john mccain,6751
2011-07,john mccain,10164
2011-08,john mccain,6293
2011-09,john mccain,3747
2011-10,john mccain,9438
2011-11,john mccain,4736
2011-12,john mccain,7187
2012-01,john mccain,11828
2012-02,john mccain,7432
2012-03,john mccain,14584
2012-04,john mccain,5883
2012-05,john mccain,7505
2012-06,john mccain,10783
2012-07,john mccain,11204
2012-08,john mccain,14300
2012-09,john mccain,14657
2012-10,john mccain,15998
2012-11,john mccain,31701
2012-12,john mccain,9230
2013-01,john mccain,16184
2013-02,john mccain,16593
2013-03,john mccain,6830
2013-04,john mccain,7927
2013-05,john mccain,9685
2013-06,john mccain,11402
2013-07,john mccain,5001
2013-08,john mccain,13263
2013-09,john mccain,23561
2013-10,john mccain,9244
2013-11,john mccain,3142
2013-12,john mccain,3691
2014-01,john mccain,7851
2014-02,john mccain,9184
2014-03,john mccain,9907
2014-04,john mccain,4073
2014-05,john mccain,7969
2014-06,john mccain,17704
2014-07,john mccain,9789
2014-08,john mccain,7919
2014-09,john mccain,12015
2014-10,john mccain,5161
2014-11,john mccain,5649
2014-12,john mccain,9366
2015-01,john mccain,4666
2015-02,john mccain,7203
2015-03,john mccain,6014
2015-04,john mccain,6557
2015-05,john mccain,4668
2015-06,john mccain,1136
2015-07,john mccain,10086
2015-08,john mccain,433
2015-09,john mccain,7162
2015-10,john mccain,6406
2015-11,john mccain,3898
2015-12,john mccain,3719
2016-01,john mccain,5411
2016-02,john mccain,3245
2016-03,john mccain,2790
2016-04,john mccain,487
2016-05,john mccain,4688
2016-06,john mccain,4386
2016-07,john mccain,1397
2016-08,john mccain,7579
2016-09,john mccain,1810
2016-10,john mccain,4639
2016-11,john mccain,1385
2016-12,john mccain,10200
2017-01,john mccain,17543
2017-02,john mccain,7817
2017-03,john mccain,10972
2017-04,john mccain,14166
2017-05,john mccain,7864
2017-06,john mccain,6039
2017-07,john mccain,23640
2017-08,john mccain,4339
2017-09,john mccain,9405
2017-10,john mccain,9524
2017-11,john mccain,4033
2017-12,john mccain,3520
2018-01,john mccain,555
2018-02,john mccain,1542
2018-03,john mccain,738
2018-04,john mccain,805
2018-05,john mccain,11155
2018-06,john mccain,946
2018-07,john mccain,1228
2018-08,john mccain,101701
2018-09,john mccain,6902
2018-10,john mccain,494
2018-11,john mccain,252
2018-12,john mccain,650
2019-01,john mccain,188
2019-02,john mccain,167
2019-03,john mccain,4067
2019-04,john mccain,110
2019-05,john mccain,803
2019-06,john mccain,500
2019-07,john mccain,796
2019-08,john mccain,668
2019-09,john mccain,94
2019-10,john mccain,101
2019-11,john mccain,433
2019-12,john mccain,217
2020-01,john mccain,426
2020-02,john mccain,933
2020-03,john mccain,368
2020-04,john mccain,33
2020-05,john mccain,108
2020-06,john mccain,16
2020-07,john mccain,63
2010-01,jon scott,12249
2010-02,jon scott,10983
2010-03,jon scott,10185
2010-04,jon scott,11447
2010-05,jon scott,6397
2010-06,jon scott,6184
2010-07,jon scott,15060
2010-08,jon scott,9646
2010-09,jon scott,10187
2010-10,jon scott,13717
2010-11,jon scott,12701
2010-12,jon scott,9569
2011-01,jon scott,12907
2011-02,jon scott,7955
2011-03,jon scott,10072
2011-04,jon scott,8683
2011-05,jon scott,8365
2011-06,jon scott,10888
2011-07,jon scott,11014
2011-08,jon scott,6476
2011-09,jon scott,10056
2011-10,jon scott,8584
2011-11,jon scott,12330
2011-12,jon scott,13312
2012-01,jon scott,10156
2012-02,jon scott,11244
2012-03,jon scott,12280
2012-04,jon scott,8240
2012-05,jon scott,12653
2012-06,jon scott,9995
2012-07,jon scott,15771
2012-08,jon scott,12384
2012-09,jon scott,12329
2012-10,jon scott,11574
2012-11,jon scott,10270
2012-12,jon scott,10799
2013-01,jon scott,11997
2013-02,jon scott,11802
2013-03,jon scott,11424
2013-04,jon scott,9855
2013-05,jon scott,12136
2013-06,jon scott,9749
2013-07,jon scott,7174
2013-08,jon scott,8852
2013-09,jon scott,8806
2013-10,jon scott,10714
2013-11,jon scott,9899
2013-12,jon scott,10290
2014-01,jon scott,10374
2014-02,jon scott,9755
2014-03,jon scott,10703
2014-04,jon scott,8943
2014-05,jon scott,13613
2014-06,jon scott,7817
2014-07,jon scott,11493
2014-08,jon scott,9575
2014-09,jon scott,12969
2014-10,jon scott,7958
2014-11,jon scott,11435
2014-12,jon scott,10724
2015-01,jon scott,10215
2015-02,jon scott,8319
2015-03,jon scott,9338
2015-04,jon scott,9711
2015-05,jon scott,9603
2015-06,jon scott,8562
2015-07,jon scott,7034
2015-08,jon scott,7029
2015-09,jon scott,5609
2015-10,jon scott,8456
2015-11,jon scott,9211
2015-12,jon scott,8114
2016-01,jon scott,9724
2016-02,jon scott,8560
2016-03,jon scott,9087
2016-04,jon scott,9163
2016-05,jon scott,10715
2016-06,jon scott,8477
2016-07,jon scott,9200
2016-08,jon scott,6481
2016-09,jon scott,5967
2016-10,jon scott,9966
2016-11,jon scott,8813
2016-12,jon scott,9712
2017-01,jon scott,5639
2017-02,jon scott,7188
2017-03,jon scott,5221
2017-04,jon scott,9795
2017-05,jon scott,9136
2017-06,jon scott,9345
2017-07,jon scott,6096
2017-08,jon scott,10110
2017-09,jon scott,8147
2017-10,jon scott,6449
2017-11,jon scott,5313
